Drug1,Drug2,Prob,SimilaritySource,Method
DB00419,C0017565,0.9673,HPO,BLM
DB00130,C0019079,0.9673,HPO,BLM
DB00482,C0162119,0.9672,HPO,BLM
DB00602,C0162119,0.9671,HPO,BLM
DB01551,C0149871,0.9671,HPO,BLM
DB01177,C0403632,0.9670000000000001,UMLS,BLM
DB06663,C0018926,0.9668,HPO,BLM
DB01628,C0017565,0.9668,HPO,BLM
DB06210,C0019079,0.9668,HPO,BLM
DB00293,C0019079,0.9668,HPO,BLM
DB04485,C0015402,0.9667,HPO,BLM
DB05015,C0019079,0.9667,HPO,BLM
DB00370,C0271412,0.9666,UMLS,BLM
DB00396,C0019064,0.9666,HPO,BLM
DB00572,C0018926,0.9666,HPO,BLM
DB00343,C0151699,0.9665,HPO,BLM
DB00448,C0018926,0.9665,HPO,BLM
DB01079,C0018926,0.9664,HPO,BLM
DB00396,C0015402,0.9664,HPO,BLM
DB01220,C0019079,0.9663,HPO,BLM
DB00489,C0151699,0.9663,HPO,BLM
DB00254,C0162119,0.9662,HPO,BLM
DB00932,C0018926,0.9661,HPO,BLM
DB00642,C0018926,0.9661,HPO,BLM
DB08860,C0018802,0.9661,HPO,BLM
DB00224,C0015402,0.9661,HPO,BLM
DB01129,C0151699,0.966,HPO,BLM
DB00630,C0018926,0.966,HPO,BLM
DB01241,C0017181,0.9659,HPO,BLM
DB06215,C0162119,0.9659,HPO,BLM
DB06215,C0017565,0.9659,HPO,BLM
DB00209,C0017565,0.9658,HPO,BLM
DB01024,C0015402,0.9658,HPO,BLM
DB00297,C0018926,0.9657,HPO,BLM
DB00572,C0019079,0.9657,HPO,BLM
DB00316,C0018926,0.9654,HPO,BLM
DB00489,C0020437,0.9654,HPO,BLM
DB00932,C0017565,0.9653,HPO,BLM
DB01250,C0018926,0.9653,HPO,BLM
DB00489,C0017565,0.9653,HPO,BLM
DB06436,C0019079,0.9652,HPO,BLM
DB01029,C0917798,0.9652,HPO,BLM
DB00370,C0040053,0.9652,UMLS,BLM
DB00130,C0149871,0.9652,HPO,BLM
DB00343,C0015402,0.9652,HPO,BLM
DB01029,C0003855,0.9652,HPO,BLM
DB01076,C0018926,0.9651,HPO,BLM
DB00853,C0019064,0.9651,HPO,BLM
DB00806,C0162119,0.9651,HPO,BLM
DB01080,C0019064,0.965,HPO,BLM
DB01079,C0017565,0.965,HPO,BLM
DB00633,C0015402,0.965,HPO,BLM
DB04485,C0017565,0.965,HPO,BLM
DB00531,C0042963,0.9649,HPO,KBMF2K
DB01083,C0162119,0.9649,HPO,BLM
DB00997,C0028866,0.9649,HPO,BLM
DB00684,C0018926,0.9648,HPO,BLM
DB09065,C0017565,0.9647,HPO,BLM
DB00489,C0162119,0.9647,UMLS,BLM
DB00877,C0024117,0.9647,HPO,BLM
DB00932,C0162119,0.9647,HPO,BLM
DB00297,C0162119,0.9646,HPO,BLM
DB00489,C0029456,0.9646,HPO,BLM
DB01262,C0151699,0.9646,HPO,BLM
DB01263,C0019079,0.9646,HPO,BLM
DB01220,C0025323,0.9644,HPO,BLM
DB01008,C0162119,0.9643,HPO,BLM
DB00836,C0019079,0.9643,HPO,BLM
DB00969,C0018926,0.9642,HPO,BLM
DB00675,C0018926,0.9642,HPO,BLM
DB01129,C0042345,0.9642,HPO,BLM
DB00602,C0018926,0.9641,HPO,BLM
DB01250,C0017565,0.9641,HPO,BLM
DB01232,C0017565,0.9641,HPO,BLM
DB01012,C0019079,0.9641,HPO,BLM
DB01167,C0015402,0.9640000000000001,HPO,BLM
DB06663,C0019079,0.9640000000000001,HPO,BLM
DB00997,C0019064,0.9640000000000001,HPO,BLM
DB01222,C0018926,0.9640000000000001,HPO,BLM
DB09065,C0702166,0.9639,HPO,BLM
DB09220,C0017565,0.9638,HPO,BLM
DB06176,C0017565,0.9637,HPO,BLM
DB00804,C0029927,0.9636,HPO,BLM
DB00575,C0018926,0.9636,HPO,BLM
DB06698,C0002792,0.9636,HPO,LapRLS
DB00104,C0029089,0.9635,HPO,BLM
DB08815,C0015402,0.9635,HPO,BLM
DB00370,C0239293,0.9634,UMLS,BLM
DB00472,C1384606,0.9633,UMLS,BLM
DB00633,C0017565,0.9633,HPO,BLM
DB00399,C0015402,0.9633,HPO,BLM
DB01551,C0019079,0.9633,HPO,BLM
DB00916,C0151828,0.9632,UMLS,BLM
DB04485,C0019079,0.9632,HPO,BLM
DB01017,C0018926,0.9631,HPO,BLM
DB00953,C0003855,0.9631,HPO,BLM
DB01262,C0015402,0.963,HPO,BLM
DB01149,C0028866,0.963,HPO,BLM
DB00492,C0019079,0.963,HPO,BLM
DB00399,C0003855,0.963,HPO,BLM
DB00710,C0017565,0.963,HPO,BLM
DB00783,C0015402,0.963,HPO,BLM
DB00316,C0162119,0.9629,HPO,BLM
DB00224,C0029456,0.9629,HPO,BLM
DB01409,C0019079,0.9629,HPO,BLM
DB01177,C0341177,0.9629,UMLS,BLM
DB01215,C0028866,0.9628,HPO,BLM
DB01150,C0042514,0.9627,HPO,BLM
DB01101,C0019064,0.9627,HPO,BLM
DB00104,C0151699,0.9627,HPO,BLM
DB00877,C0151705,0.9626,UMLS,BLM
DB01264,C0162119,0.9626,HPO,BLM
DB01280,C0018926,0.9625,HPO,BLM
DB00709,C0017565,0.9625,UMLS,BLM
DB00932,C0019079,0.9623,HPO,BLM
DB00349,C0018926,0.9623,HPO,BLM
DB00419,C0019079,0.9623,HPO,BLM
DB00630,C0015402,0.9622,HPO,BLM
DB01264,C0017565,0.9621,HPO,BLM
DB00426,C0027651,0.9621,HPO,BLM
DB00916,C0149871,0.9620000000000001,UMLS,BLM
DB00978,C0015402,0.9620000000000001,HPO,BLM
DB00552,C0019079,0.9618,HPO,BLM
DB01394,C0151828,0.9618,UMLS,BLM
DB01222,C0162119,0.9618,HPO,BLM
DB00218,C0018926,0.9618,HPO,BLM
DB01142,C0151699,0.9618,HPO,BLM
DB01177,C0028734,0.9617,HPO,BLM
DB00675,C0010072,0.9616,UMLS,BLM
DB00104,C0015402,0.9616,HPO,BLM
DB00492,C0018926,0.9616,HPO,BLM
DB00806,C0019079,0.9616,HPO,BLM
DB00820,C0017565,0.9616,HPO,BLM
DB01186,C0151705,0.9615,UMLS,BLM
DB00762,C0015402,0.9615,HPO,BLM
DB01250,C0162119,0.9615,HPO,BLM
DB00349,C0162119,0.9615,HPO,BLM
DB01046,C0042514,0.9615,HPO,BLM
DB01264,C0019079,0.9615,HPO,BLM
DB00658,C0019079,0.9615,HPO,BLM
DB01186,C0426747,0.9614,UMLS,BLM
DB00303,C0017565,0.9614,HPO,BLM
DB00969,C0017565,0.9614,HPO,BLM
DB00130,C0018926,0.9614,HPO,BLM
DB00224,C0003855,0.9614,HPO,BLM
DB00244,C0005695,0.9613,HPO,BLM
DB01220,C0042514,0.9613,HPO,BLM
DB00224,C0018926,0.9613,HPO,BLM
DB00244,C0162119,0.9612,UMLS,BLM
DB00491,C0042514,0.9611,HPO,BLM
DB00294,C0019079,0.961,HPO,BLM
DB01190,C0019079,0.961,HPO,BLM
DB01280,C0018099,0.961,HPO,BLM
DB01080,C0003855,0.961,HPO,BLM
DB00571,C0236075,0.9609,UMLS,BLM
DB06213,C0018926,0.9609,HPO,BLM
DB00953,C0151699,0.9608,HPO,BLM
DB09065,C0019079,0.9608,HPO,BLM
DB00331,C0026826,0.9607,HPO,BLM
DB01083,C0019079,0.9607,HPO,BLM
DB06663,C0025323,0.9607,HPO,BLM
DB01062,C0017565,0.9607,HPO,BLM
DB01280,C0017565,0.9606,HPO,BLM
DB00877,C0003855,0.9606,HPO,BLM
DB01079,C0162119,0.9606,HPO,BLM
DB00370,C0151705,0.9606,UMLS,BLM
DB01217,C0019079,0.9604,HPO,BLM
DB06402,C0018926,0.9603,HPO,BLM
DB00461,C0151699,0.9603,HPO,BLM
DB00884,C0162119,0.9602,HPO,BLM
DB00419,C0027651,0.9602,HPO,BLM
DB00583,C0019079,0.9602,HPO,BLM
DB04868,C0032000,0.9602,HPO,BLM
DB00370,C0009492,0.9601,UMLS,BLM
DB00958,C0026826,0.9601,HPO,BLM
DB04854,C0019079,0.96,HPO,BLM
DB06215,C0018926,0.96,HPO,BLM
DB00828,C0042109,0.9599,HPO,LapRLS
DB00633,C0018926,0.9599,HPO,BLM
DB00130,C0042514,0.9599,HPO,BLM
DB00338,C0019064,0.9599,HPO,BLM
DB00296,C0018926,0.9598,HPO,BLM
DB06698,C0017181,0.9598,HPO,BLM
DB00489,C0162119,0.9597,HPO,BLM
DB00399,C0029089,0.9596,HPO,BLM
DB00953,C0018926,0.9595,HPO,BLM
DB01186,C0010072,0.9595,UMLS,BLM
DB09101,C0010692,0.9595,HPO,BLM
DB00184,C0022408,0.9594,HPO,BLM
DB00489,C0019079,0.9594,HPO,BLM
DB00209,C0019079,0.9594,HPO,BLM
DB00969,C0149871,0.9594,HPO,BLM
DB00877,C0019065,0.9593,UMLS,BLM
DB00806,C0017565,0.9593,HPO,BLM
DB01609,C0017565,0.9593,HPO,BLM
DB00572,C0042514,0.9592,HPO,BLM
DB00472,C0035126,0.9592,UMLS,BLM
DB01254,C0017565,0.9592,HPO,BLM
DB00790,C0151699,0.9592,HPO,BLM
DB01609,C0019079,0.9591,HPO,BLM
DB00857,C0042345,0.9591,HPO,BLM
DB00431,C0013404,0.9588,HPO,LapRLS
DB06213,C0027651,0.9588,HPO,BLM
DB00612,C0018926,0.9588,HPO,BLM
DB01262,C0018099,0.9588,HPO,BLM
DB00659,C0032000,0.9587,HPO,BLM
DB00966,C0017565,0.9587,HPO,BLM
DB00762,C0162119,0.9586,HPO,BLM
DB01008,C0018926,0.9585,HPO,BLM
DB00296,C0162119,0.9584,HPO,BLM
DB00244,C0151699,0.9584,HPO,BLM
DB06616,C0010692,0.9581,HPO,BLM
DB00349,C0017565,0.9581,HPO,BLM
DB00244,C0042345,0.9581,UMLS,BLM
DB00316,C0019079,0.958,HPO,BLM
DB09065,C0042514,0.9578,HPO,BLM
DB00472,C0576995,0.9577,UMLS,BLM
DB06213,C0162119,0.9577,HPO,BLM
DB11180,C0043352,0.9577,HPO,LapRLS
DB00997,C0151699,0.9577,HPO,BLM
DB01072,C0029456,0.9576,HPO,BLM
DB01208,C0018926,0.9576,HPO,BLM
DB01004,C0017565,0.9575,HPO,BLM
DB00224,C0017565,0.9575,HPO,BLM
DB00244,C0151699,0.9575,UMLS,BLM
DB04854,C0017565,0.9575,HPO,BLM
DB00806,C0022408,0.9573,HPO,BLM
DB01259,C0019079,0.9572,HPO,BLM
DB00572,C0010692,0.9571,HPO,BLM
DB06663,C0042514,0.9571,HPO,BLM
DB00684,C0042514,0.9571,HPO,BLM
DB01609,C0162119,0.9570000000000001,HPO,BLM
DB00104,C0018926,0.9570000000000001,HPO,BLM
DB04868,C0005695,0.9569,HPO,BLM
DB01254,C0018099,0.9569,HPO,BLM
DB01149,C0003855,0.9569,HPO,BLM
DB01222,C0017565,0.9569,HPO,BLM
DB00658,C0018802,0.9569,HPO,BLM
DB01267,C0151699,0.9568,HPO,BLM
DB00804,C0018926,0.9568,HPO,BLM
DB00560,C0019079,0.9568,HPO,BLM
DB01232,C0019079,0.9568,HPO,BLM
DB00762,C0020437,0.9567,HPO,BLM
DB00216,C0019064,0.9566,HPO,BLM
DB00343,C0018926,0.9564,HPO,BLM
DB08901,C0018802,0.9563,HPO,BLM
DB00602,C0019079,0.9563,HPO,BLM
DB00836,C0151828,0.9563,UMLS,BLM
DB01008,C0017565,0.9562,HPO,BLM
DB06213,C0040053,0.9562,UMLS,BLM
DB00932,C0042514,0.9562,HPO,BLM
DB01072,C0019079,0.956,HPO,BLM
DB00611,C0018926,0.956,HPO,BLM
DB00104,C0162119,0.956,HPO,BLM
DB00585,C0042514,0.956,HPO,BLM
DB04485,C0025323,0.9559,HPO,BLM
DB00491,C0026826,0.9559,HPO,BLM
DB00918,C0029456,0.9558,UMLS,BLM
DB01048,C0151735,0.9558,UMLS,BLM
DB00953,C0029456,0.9558,HPO,BLM
DB00969,C0019079,0.9558,HPO,BLM
DB00331,C0017181,0.9557,HPO,BLM
DB01202,C0018926,0.9556,HPO,BLM
DB00877,C0015402,0.9556,HPO,BLM
DB00990,C0019079,0.9556,HPO,BLM
DB00795,C0042514,0.9555,HPO,BLM
DB00747,C0018926,0.9554,UMLS,BLM
DB01059,C0017565,0.9554,UMLS,BLM
DB00612,C0019079,0.9553,HPO,BLM
DB00209,C0162119,0.9553,HPO,BLM
DB04854,C0042514,0.9551,HPO,BLM
DB00722,C0151699,0.9551,HPO,BLM
DB01250,C0019079,0.9551,HPO,BLM
DB00338,C0151699,0.955,HPO,BLM
DB00248,C0018926,0.955,HPO,BLM
DB01008,C0029456,0.9549,HPO,BLM
DB00224,C0027651,0.9549,HPO,BLM
DB00958,C0017181,0.9548,HPO,BLM
DB00887,C0042514,0.9547,HPO,BLM
DB00630,C0026826,0.9547,HPO,BLM
DB01079,C0019079,0.9547,HPO,BLM
DB00932,C0010692,0.9547,HPO,BLM
DB00783,C0019064,0.9547,HPO,BLM
DB06215,C0019079,0.9546,HPO,BLM
DB00294,C0042514,0.9546,HPO,BLM
DB00997,C0003855,0.9545,HPO,BLM
DB00209,C0042514,0.9545,HPO,BLM
DB00472,C0019064,0.9545,UMLS,BLM
DB00261,C0017565,0.9544,HPO,BLM
DB06213,C0019079,0.9544,HPO,BLM
DB01280,C0019079,0.9543,HPO,BLM
DB00370,C0032001,0.9543,UMLS,BLM
DB01202,C0042267,0.9543,HPO,BLM
DB01083,C0025323,0.9542,HPO,BLM
DB06769,C0025323,0.9542,HPO,BLM
DB00969,C0022408,0.9542,HPO,BLM
DB00399,C0018926,0.9542,HPO,BLM
DB00671,C0026826,0.9542,HPO,BLM
DB01083,C0042514,0.9541,HPO,BLM
DB00130,C0026826,0.9540000000000001,HPO,BLM
DB00316,C0042514,0.9540000000000001,HPO,BLM
DB00580,C0042514,0.9540000000000001,HPO,BLM
DB00207,C0019079,0.9539,HPO,BLM
DB00783,C0005695,0.9539,HPO,BLM
DB00997,C0029089,0.9539,HPO,BLM
DB00492,C0018802,0.9538,HPO,BLM
DB01024,C0018926,0.9537,HPO,BLM
DB00419,C0042514,0.9536,HPO,BLM
DB00316,C0014591,0.9536,HPO,BLM
DB00343,C0017565,0.9535,HPO,BLM
DB00175,C0003855,0.9534,HPO,BLM
DB01186,C0009492,0.9533,UMLS,BLM
DB00492,C0010692,0.9532,HPO,BLM
DB01029,C0017565,0.953,HPO,BLM
DB01072,C0017565,0.953,HPO,BLM
DB00671,C0042024,0.9528,HPO,BLM
DB00224,C0018802,0.9526,HPO,BLM
DB00130,C0017181,0.9526,HPO,BLM
DB09101,C0151825,0.9526,HPO,BLM
DB00422,C0017565,0.9525,HPO,BLM
DB01080,C0015402,0.9525,HPO,BLM
DB00104,C0017565,0.9525,HPO,BLM
DB06791,C0042514,0.9525,HPO,BLM
DB13868,C0042514,0.9524,HPO,BLM
DB00783,C0018926,0.9524,HPO,BLM
DB00953,C0019079,0.9524,HPO,BLM
DB01012,C0042514,0.9524,HPO,BLM
DB00224,C0019079,0.9524,HPO,BLM
DB00877,C0018926,0.9523,HPO,BLM
DB00884,C0042514,0.9522,HPO,BLM
DB01280,C0702166,0.9520000000000001,HPO,BLM
DB00969,C0042514,0.9519,HPO,BLM
DB01149,C0029927,0.9519,HPO,BLM
DB01262,C0018926,0.9519,HPO,BLM
DB00244,C0025222,0.9518,UMLS,BLM
DB01232,C0010692,0.9514,HPO,BLM
DB01017,C0019079,0.9514,HPO,BLM
DB00602,C0042514,0.9512,HPO,BLM
DB01220,C0013390,0.9511,HPO,BLM
DB00836,C0042024,0.9511,HPO,BLM
DB00399,C0029456,0.951,HPO,BLM
DB00315,C0032000,0.9509,HPO,BLM
DB00296,C0017565,0.9509,HPO,BLM
DB00811,C0032000,0.9509,HPO,BLM
DB01254,C0162119,0.9508,HPO,BLM
DB00006,C0010692,0.9508,HPO,BLM
DB01609,C0042514,0.9508,HPO,BLM
DB00297,C0042514,0.9507,HPO,BLM
DB04485,C0042514,0.9506,HPO,BLM
DB00857,C0013390,0.9506,HPO,BLM
DB01262,C0162119,0.9504,HPO,BLM
DB00244,C0003855,0.9504,HPO,BLM
DB00836,C0042514,0.9503,HPO,BLM
DB08912,C0151735,0.9503,UMLS,BLM
DB01280,C0162119,0.9503,HPO,BLM
DB09101,C0042267,0.9502,HPO,BLM
DB06626,C0151699,0.9502,HPO,BLM
DB00709,C0162119,0.9501,HPO,BLM
DB00762,C0019079,0.9501,HPO,BLM
DB01250,C0042514,0.95,HPO,BLM
DB00583,C0702166,0.95,HPO,BLM
DB00916,C0011849,0.9499,HPO,BLM
DB00783,C0017565,0.9498,HPO,BLM
DB00804,C0042514,0.9497,HPO,BLM
DB00790,C0019079,0.9496,HPO,BLM
DB01080,C0151699,0.9496,HPO,BLM
DB01250,C0042024,0.9495,HPO,BLM
DB00396,C0019079,0.9495,HPO,BLM
DB00804,C0013390,0.9494,HPO,BLM
DB00776,C0151699,0.9494,HPO,BLM
DB00006,C0026826,0.9492,HPO,BLM
DB01117,C0162119,0.9492,HPO,BLM
DB01080,C0162119,0.9491,HPO,BLM
DB01268,C0019079,0.9490000000000001,HPO,BLM
DB01046,C0038454,0.9490000000000001,HPO,BLM
DB01101,C0015402,0.9490000000000001,HPO,BLM
DB00273,C0151699,0.9489,HPO,BLM
DB00814,C0019079,0.9489,HPO,BLM
DB00472,C0151701,0.9489,UMLS,BLM
DB00343,C0019079,0.9489,HPO,BLM
DB00928,C0162119,0.9487,HPO,BLM
DB00953,C0017565,0.9487,HPO,BLM
DB00762,C0007787,0.9486,UMLS,BLM
DB00877,C0162119,0.9486,HPO,BLM
DB01186,C0151735,0.9486,UMLS,BLM
DB00580,C0702166,0.9485,HPO,BLM
DB00480,C0019064,0.9485,HPO,BLM
DB00631,C0022408,0.9485,HPO,BLM
DB00997,C0015402,0.9483,HPO,BLM
DB00316,C0023380,0.9482,HPO,BLM
DB00630,C0702166,0.9482,HPO,BLM
DB01232,C0042514,0.9481,HPO,BLM
DB00492,C0025323,0.948,HPO,BLM
DB00472,C0028866,0.948,UMLS,BLM
DB01083,C0028734,0.948,HPO,BLM
DB01024,C0149871,0.9479,HPO,BLM
DB09065,C0013390,0.9479,HPO,BLM
DB00244,C0851353,0.9479,UMLS,BLM
DB00104,C0019079,0.9478,HPO,BLM
DB00762,C0042514,0.9477,HPO,BLM
DB00916,C0233472,0.9477,UMLS,BLM
DB00396,C0018926,0.9476,HPO,BLM
DB00658,C0017181,0.9475,HPO,BLM
DB00349,C0019079,0.9474,HPO,BLM
DB00399,C0162119,0.9473,HPO,BLM
DB00216,C0003855,0.9472,HPO,BLM
DB14126,C0019079,0.9472,HPO,BLM
DB01149,C0151699,0.9472,HPO,BLM
DB00399,C0019079,0.9472,HPO,BLM
DB01117,C0042514,0.9472,HPO,BLM
DB01079,C0019572,0.9471,HPO,BLM
DB00492,C0042514,0.9470000000000001,HPO,BLM
DB01029,C0019079,0.9470000000000001,HPO,BLM
DB01280,C0022408,0.9469,HPO,BLM
DB00215,C1262281,0.9467,UMLS,BLM
DB01264,C0042514,0.9467,HPO,BLM
DB00693,C0019079,0.9467,HPO,BLM
DB00762,C0018926,0.9466,HPO,BLM
DB01008,C0042514,0.9465,HPO,BLM
DB01222,C0019079,0.9465,HPO,BLM
DB00331,C0042024,0.9464,HPO,BLM
DB00659,C0019064,0.9462,HPO,BLM
DB00331,C0014591,0.9461,HPO,BLM
DB01008,C0038454,0.9461,HPO,BLM
DB00316,C0017181,0.9461,HPO,BLM
DB00669,C0019064,0.946,HPO,BLM
DB00224,C0042514,0.946,HPO,BLM
DB01394,C0013491,0.9459,UMLS,BLM
DB00370,C0018926,0.9459,UMLS,BLM
DB00804,C0232461,0.9457,HPO,BLM
DB00396,C0162119,0.9457,HPO,BLM
DB08873,C1384606,0.9456,HPO,BLM
DB06769,C0026826,0.9456,HPO,BLM
DB00932,C0151825,0.9455,HPO,BLM
DB00602,C0013390,0.9455,HPO,BLM
DB00175,C0017565,0.9455,HPO,BLM
DB00130,C0014591,0.9451,HPO,BLM
DB00956,C0017181,0.945,HPO,BLM
DB00783,C0151699,0.9449,HPO,BLM
DB00555,C1384606,0.9448,HPO,BLM
DB06215,C0042514,0.9447,HPO,BLM
DB00884,C0028734,0.9447,HPO,BLM
DB01280,C0042514,0.9447,HPO,BLM
DB00633,C0151825,0.9446,HPO,BLM
DB01129,C0018802,0.9445,HPO,BLM
DB01039,C0023380,0.9445,HPO,BLM
DB00209,C0028734,0.9444,HPO,BLM
DB06215,C0022408,0.9443,HPO,BLM
DB00853,C0003855,0.9442,HPO,BLM
DB00273,C0019064,0.9441,HPO,BLM
DB01250,C0013390,0.9441,HPO,BLM
DB00659,C0003855,0.9441,HPO,BLM
DB00762,C0019079,0.9440000000000001,UMLS,BLM
DB00244,C0015402,0.9440000000000001,HPO,BLM
DB01609,C0026826,0.9439,HPO,BLM
DB11180,C0014591,0.9439,HPO,BLM
DB00184,C0034065,0.9439,HPO,BLM
DB01220,C0232461,0.9439,HPO,BLM
DB00669,C0017565,0.9437,HPO,BLM
DB00932,C0018418,0.9436,HPO,BLM
DB01079,C0042514,0.9435,HPO,BLM
DB00877,C0020437,0.9435,HPO,BLM
DB01254,C0018926,0.9433,HPO,BLM
DB00244,C0162119,0.9431,HPO,BLM
DB04485,C0002962,0.9431,HPO,BLM
DB00996,C0151735,0.9431,UMLS,LapRLS
DB00633,C0013390,0.943,HPO,BLM
DB01280,C0013390,0.9429,HPO,BLM
DB04896,C0026826,0.9428,HPO,BLM
DB00836,C0002962,0.9427,HPO,BLM
DB01008,C0232461,0.9427,HPO,BLM
DB00370,C0019064,0.9426,HPO,BLM
DB00597,C0085633,0.9423,UMLS,BLM
DB00747,C0025222,0.9423,UMLS,BLM
DB01072,C0019572,0.9423,HPO,BLM
DB00928,C0024117,0.9423,HPO,BLM
DB00185,C0017181,0.9422,HPO,BLM
DB00709,C0017565,0.9421,HPO,BLM
DB00518,C0038454,0.9419,HPO,BLM
DB01083,C0042024,0.9419,HPO,BLM
DB00370,C0003855,0.9418,UMLS,BLM
DB00216,C0151699,0.9418,HPO,BLM
DB00864,C0015402,0.9416,HPO,BLM
DB00297,C0011849,0.9416,HPO,BLM
DB01129,C0162119,0.9415,HPO,BLM
DB01586,C0033975,0.9415,HPO,BLM
DB00175,C0015402,0.9414,HPO,BLM
DB04485,C0004238,0.9413,HPO,BLM
DB01232,C0034065,0.9413,HPO,BLM
DB00962,C1384606,0.9412,HPO,BLM
DB06589,C0042267,0.9412,HPO,BLM
DB06809,C0014591,0.9412,HPO,BLM
DB00216,C0151828,0.9411,UMLS,BLM
DB01186,C0342406,0.9411,UMLS,BLM
DB08820,C0004238,0.9411,HPO,BLM
DB01029,C0018926,0.941,HPO,BLM
DB00244,C0151828,0.941,UMLS,BLM
DB00853,C0018926,0.9409,HPO,BLM
DB00480,C0029927,0.9408,HPO,BLM
DB00489,C0013390,0.9408,HPO,BLM
DB06809,C0017181,0.9406,HPO,BLM
DB00370,C0018944,0.9406,UMLS,BLM
DB01142,C0017565,0.9405,HPO,BLM
DB00932,C0025222,0.9405,UMLS,BLM
DB09101,C0017181,0.9403,HPO,BLM
DB00555,C0019064,0.9403,HPO,BLM
DB01129,C0018926,0.9403,HPO,BLM
DB00575,C0034065,0.9403,HPO,BLM
DB00370,C0007177,0.9402,UMLS,BLM
DB00175,C0018099,0.9402,HPO,BLM
DB00293,C0004238,0.9401,HPO,BLM
DB00480,C0015402,0.94,HPO,BLM
DB00390,C0023380,0.9397,HPO,BLM
DB00181,C0018926,0.9397,HPO,BLM
DB06436,C0080274,0.9397,HPO,BLM
DB01149,C0162119,0.9396,HPO,BLM
DB00720,C0002792,0.9396,HPO,LapRLS
DB01156,C0015402,0.9395,HPO,BLM
DB00804,C0017181,0.9395,HPO,BLM
DB00296,C0013390,0.9395,HPO,BLM
DB06809,C0004238,0.9393,HPO,BLM
DB06769,C0085633,0.9393,HPO,BLM
DB01150,C0017181,0.9392,HPO,BLM
DB00296,C0042514,0.9392,HPO,BLM
DB00709,C0042514,0.9392,HPO,BLM
DB00480,C0018926,0.9392,HPO,BLM
DB00006,C0042024,0.9391,HPO,BLM
DB01150,C0080274,0.9391,HPO,BLM
DB00175,C0162119,0.9390000000000001,HPO,BLM
DB01024,C0162119,0.9389,HPO,BLM
DB00864,C0028866,0.9389,HPO,BLM
DB01067,C0017181,0.9388,HPO,BLM
DB01129,C0017565,0.9388,HPO,BLM
DB01073,C0042514,0.9387,HPO,BLM
DB00853,C0162119,0.9387,HPO,BLM
DB00370,C0030794,0.9386,UMLS,BLM
DB00973,C0008311,0.9386,HPO,BLM
DB00583,C0018802,0.9386,HPO,BLM
DB00244,C0149871,0.9385,HPO,BLM
DB01098,C0017181,0.9384,HPO,BLM
DB00659,C0917798,0.9384,HPO,BLM
DB00491,C0080274,0.9384,HPO,BLM
DB01254,C0019079,0.9383,HPO,BLM
DB06792,C0080274,0.9383,HPO,BLM
DB01046,C0017181,0.9382,HPO,BLM
DB00472,C0003855,0.9381,UMLS,BLM
DB00492,C0151825,0.938,HPO,BLM
DB00877,C0017565,0.9378,HPO,BLM
DB00612,C0080274,0.9378,HPO,BLM
DB01080,C0028866,0.9378,HPO,BLM
DB00244,C0042345,0.9377,HPO,BLM
DB00331,C0004238,0.9375,HPO,BLM
DB01224,C0019064,0.9375,HPO,BLM
DB01192,C0013428,0.9374,HPO,BLM
DB00297,C0017181,0.9374,HPO,BLM
DB00932,C0085633,0.9374,HPO,BLM
DB06809,C0080274,0.9373,HPO,BLM
DB00762,C0034065,0.9373,HPO,BLM
DB00658,C0014591,0.9373,HPO,BLM
DB00811,C0019064,0.9373,HPO,BLM
DB00783,C0162119,0.9372,HPO,BLM
DB09101,C0080274,0.9372,HPO,BLM
DB00995,C0002962,0.9371,HPO,BLM
DB00630,C0017181,0.9371,HPO,BLM
DB00175,C0019079,0.9371,HPO,BLM
DB00492,C0034065,0.9371,HPO,BLM
DB00331,C0080274,0.9369,HPO,BLM
DB06213,C0017181,0.9369,HPO,BLM
DB00747,C0028734,0.9367,HPO,BLM
DB00685,C0017181,0.9367,HPO,BLM
DB01367,C0003855,0.9366,HPO,BLM
DB00572,C0017181,0.9364,HPO,BLM
DB00692,C0017181,0.9363,HPO,BLM
DB00999,C0004238,0.9362,HPO,BLM
DB06663,C0017181,0.9362,HPO,BLM
DB01220,C0013428,0.9362,HPO,BLM
DB04485,C0017181,0.9362,HPO,BLM
DB00602,C0080274,0.9362,HPO,BLM
DB00659,C0151699,0.9362,HPO,BLM
DB01149,C0917798,0.9361,HPO,BLM
DB00932,C0041969,0.9361,UMLS,BLM
DB01008,C0017181,0.9359999999999999,HPO,BLM
DB01142,C0018926,0.9359,HPO,BLM
DB00928,C0702166,0.9358,HPO,BLM
DB00419,C0080274,0.9356,HPO,BLM
DB06698,C0080274,0.9356,HPO,BLM
DB06213,C0009782,0.9356,UMLS,BLM
DB00530,C0002962,0.9355,HPO,BLM
DB13867,C0003855,0.9354,HPO,BLM
DB00224,C0028734,0.9354,HPO,BLM
DB00783,C0151828,0.9354,UMLS,BLM
DB01149,C0018926,0.9354,HPO,BLM
DB00349,C0002962,0.9353,HPO,BLM
DB00419,C0004238,0.9353,HPO,BLM
DB00104,C0042514,0.9352,HPO,BLM
DB00692,C0004238,0.9351,HPO,BLM
DB01104,C0019064,0.9351,HPO,BLM
DB01222,C0042514,0.9351,HPO,BLM
DB00396,C0042514,0.935,HPO,BLM
DB06589,C0004238,0.9349,HPO,BLM
DB00658,C0080274,0.9349,HPO,BLM
DB01267,C0019079,0.9349,HPO,BLM
